id_str,created_at,text,screen_name,rtfrom,cluster
1576577713636188160,Sun Oct 02 14:19:52 +0000 2022,"Eu nunca vou esquecer que o Bolsonaro chegou tão confiante pra votar em 2018 que soltou a pérola ""dia 28 é praia"".

E ai, teve 2º turno.

Foi ai que começou esse inferno de falar sobre fraude na urna por parte dele.

Hoje não teve gracinha, não.",01robocopgay,jairmearrependi,1
1586627278632525824,Sun Oct 30 07:53:15 +0000 2022,"Eleitoras e Eleitores, o momento de digitar seu voto na urna eletrônica é sagrado, inviolável é individual. Não permitam nenhum tipo de coação, ameaça ou oferecimento de benefícios para constranger sua liberdade de votar. ASSEDIO ELEITORAL é crime. DENUNCIE.",01robocopgay,alexandre,1
1576718851529527296,Sun Oct 02 23:40:42 +0000 2022,fancam da urna eletrônica  https://t.co/kcBo5YyRBc,01wolfye,wwwmlna,1
1579887997473808386,Tue Oct 11 17:33:46 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",01wolfye,gabrieldread,1
1582516797320073216,Tue Oct 18 23:39:40 +0000 2022,aonde é a urna eletrônica mais próxima??? quero botar AGORA #LulaNoFlow,021Ferrei,dropkeys,1
1586077669250273283,Fri Oct 28 19:29:18 +0000 2022,"O estrago que Moro causou ao País é imensurável. Arrastou com ele a imagem da Justiça. Parcialidade. Suspeição. Entra, sai e volta aos braços do governo (extrema-direita). Voto impresso. ""Parabéns"" aos envolvidos! Sem anuência de superiores TRF4 e CNJ não seria possível.",021Ferrei,Rafael_RViegas,1
1580288176463441920,Wed Oct 12 20:03:56 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",021_Rafaelll,gabrieldread,1
1580288283266863106,Wed Oct 12 20:04:21 +0000 2022,"Atenção, tem Fake News relacionada a essa enquete, onde falam que o presidente do senado Rodrigo Pacheco teria acatado ""Voto auditavel"".

Apesar da fake news, é fato que a matéria está aberta à opinião pública, portanto vá lá e vote não de qualquer forma.

https://t.co/TTWcTMIYJd",021_Rafaelll,gabrieldread,1
1585450506977157126,Thu Oct 27 01:57:11 +0000 2022,"Como a conversinha de fraude na urna eletrônica não estava colando mais, agora o papo é falar em fraude na propaganda eleitoral.

Que governo maldito",021_Rafaelll,aguedescartoon,1
1576574228656447489,Sun Oct 02 14:06:02 +0000 2022,fancam da urna eletrônica  https://t.co/kcBo5YyRBc,0825tv,wwwmlna,1
1579883606935506945,Tue Oct 11 17:16:19 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",0825tv,gabrieldread,1
1576715093290913792,Sun Oct 02 23:25:46 +0000 2022,CERTEZA que quem tá falando de fraude na urna apertou 17 no lugar do número atual.,0arualkkkkk,camilladelucas,1
1586167606276673536,Sat Oct 29 01:26:41 +0000 2022,Ele imitando a urna eletrônica 🗣️ https://t.co/bVRAKwMm7u,0arualkkkkk,Itspedrito,1
1586630947843235841,Sun Oct 30 08:07:50 +0000 2022,"Eleitoras e Eleitores, o momento de digitar seu voto na urna eletrônica é sagrado, inviolável é individual. Não permitam nenhum tipo de coação, ameaça ou oferecimento de benefícios para constranger sua liberdade de votar. ASSEDIO ELEITORAL é crime. DENUNCIE.",0arualkkkkk,alexandre,1
1579953052534308864,Tue Oct 11 21:52:16 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",0berto_zezo,gabrieldread,1
1583049858130522114,Thu Oct 20 10:57:52 +0000 2022,Voto de cabresto em urna eletrônica é puro suco da distopia brasileira.,0berto_zezo,PescotapaDiario,1
1579698468259758080,Tue Oct 11 05:00:38 +0000 2022,"""A Urna eletrônica e a Internet é igual Jesus e Silas Malafia, eles não têm conexão nenhuma"" HAHAHAA @tiagosantineli https://t.co/KqH8FaOZ5Q",0liveira_94,lazarorosa25,1
1585606182500274177,Thu Oct 27 12:15:47 +0000 2022,"💣EXCLUSIVO. Evangélico líder de motociata bolsonarista incentiva crimes em grupo de extrema direita no Telegram. Ele fala, por exemplo, sobre a necessidade de “quebrar esquerdistas no cacete” e “quebrar a urna eletrônica no pau”. #PúblicaNasEleições 🔗https://t.co/P0jLLD772s https://t.co/WlGaWNazNJ",0liveira_94,agenciapublica,1
1576714289075085312,Sun Oct 02 23:22:35 +0000 2022,fancam da urna eletrônica  https://t.co/kcBo5YyRBc,0mochikaeri,wwwmlna,1
1587096641298989056,Mon Oct 31 14:58:20 +0000 2022,"a logica do gado paulista hoje é:
as eleições foram fraudadas, voto auditável já... mas só da eleição nacional, a estadual pode deixar como tá",0mochikaeri,florapaulita,1
1576714910603816960,Sun Oct 02 23:25:03 +0000 2022,CERTEZA que quem tá falando de fraude na urna apertou 17 no lugar do número atual.,0rangeclouds,camilladelucas,1
1585652470994305024,Thu Oct 27 15:19:43 +0000 2022,"💣EXCLUSIVO. Evangélico líder de motociata bolsonarista incentiva crimes em grupo de extrema direita no Telegram. Ele fala, por exemplo, sobre a necessidade de “quebrar esquerdistas no cacete” e “quebrar a urna eletrônica no pau”. #PúblicaNasEleições 🔗https://t.co/P0jLLD772s https://t.co/WlGaWNazNJ",0rangeclouds,agenciapublica,1
1586549330617548801,Sun Oct 30 02:43:31 +0000 2022,"Eleitoras e Eleitores, o momento de digitar seu voto na urna eletrônica é sagrado, inviolável é individual. Não permitam nenhum tipo de coação, ameaça ou oferecimento de benefícios para constranger sua liberdade de votar. ASSEDIO ELEITORAL é crime. DENUNCIE.",0rangeclouds,alexandre,1
1576615523684450304,Sun Oct 02 16:50:07 +0000 2022,"A urna eletrônica é muito foda, queria uma pra colocar aqui na minha coleção de portáteis kkkkk",0taldothur,caixadoremedios,1
1576649954637905920,Sun Oct 02 19:06:56 +0000 2022,votando pela primeira vez fora do rio grande do sul aqui em sp vcs chamam de urna eletronica?? eu conhecia como cacetinho 😰 passei vergonha slc,0taldothur,mttscz,1
1579970524184481792,Tue Oct 11 23:01:42 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",0taldothur,gabrieldread,1
1576714820203687936,Sun Oct 02 23:24:41 +0000 2022,CERTEZA que quem tá falando de fraude na urna apertou 17 no lugar do número atual.,1000_cobrinhaS,camilladelucas,1
1585436466175528960,Thu Oct 27 01:01:24 +0000 2022,Ele imitando a urna eletrônica 🗣️ https://t.co/bVRAKwMm7u,1000_cobrinhaS,Itspedrito,1
1576572940476645376,Sun Oct 02 14:00:54 +0000 2022,bts de terno vermelho dançando dynamite em frente a urna eletrônica https://t.co/LPZFjzpMgf,10iludid0_,mediabtsalvos,1
1576579192782585861,Sun Oct 02 14:25:45 +0000 2022,"fiz uma coisa aqui

mc carol gritando “vai dar PT” mas com um sinal sonoro de urna eletrônica no fim &lt;3 https://t.co/aQpM42ayIp",10iludid0_,rkpierre,1
1576652928898990080,Sun Oct 02 19:18:45 +0000 2022,"🚨 Gente? Eleitor surta e quebra urna eletrônica na paulada em Goiânia. 💀
#Eleicoes2022  https://t.co/kXNcsLoIIL",13CruelSummer,siteptbr,1
1576659405054963712,Sun Oct 02 19:44:29 +0000 2022,fancam da urna eletrônica  https://t.co/kcBo5YyRBc,13CruelSummer,wwwmlna,1
1580192067657302017,Wed Oct 12 13:42:02 +0000 2022,"URGENTE
""Voto impresso"" está em consulta pública no senado, tentativa da extrema direita para voltarmos aos tempos dos votos de cabresto.

Vote NÃO:

https://t.co/WfXXmL0m7p

Obs: O Voto Impresso tá GANHANDO por 300 mil votos. Compartilhe!",13CruelSummer,gabrieldread,1
1576356481447796739,Sat Oct 01 23:40:47 +0000 2022,Xandão passando a real sobre a urna eletrônica. O recado foi dado. https://t.co/3G9nh4EMKY,13Luizz13,GeorgMarques,1
1576589054690594818,Sun Oct 02 15:04:56 +0000 2022,"📢 Crime eleitoral: homem vestido de verde e amarelo arrumou uma confusão ao tentar fraudar voto em Lisboa

Ele já havia votado e furou a fila para tentar votar novamente. A urna foi impugnada e os eleitores terão que recorrer ao voto impresso.

É cada um... 🤦🏽‍♂️ #ELEICOES2022 https://t.co/ZGPrQgJ8PA",13Luizz13,slpng_giants_pt,1
1576684698742378497,Sun Oct 02 21:25:00 +0000 2022,"🚨 CRIME ELEITORAL: extremista quebra urna eletrônica e é detido em Goiânia

A urna foi trocada e a votação continuou normalmente https://t.co/mz3mTzn5XT",13Luizz13,slpng_giants_pt,1
1577027515305971712,Mon Oct 03 20:07:14 +0000 2022,"NO AR. Em vídeo desinformativo, jovens do Rio Grande do Sul fazem a alegação FALSA de que a urna eletrônica mostrou uma foto que não representava o candidato escolhido⏩ https://t.co/Z76SMUmC7L

#Eleições2022 #CheckBR #votecomfatos https://t.co/sDYMzpbUyC",13Luizz13,aosfatos,1
1577314636625547266,Tue Oct 04 15:08:09 +0000 2022,"A zerésima é o documento emitido em cada seção eleitoral, antes do início da votação. Esse relatório mostra que não existe voto registrado na urna eletrônica para nenhum dos candidatos da disputa. Ela é impressa logo após o procedimento de inicialização da urna. Vem saber + 😉👇 https://t.co/5IayiV0rLb",13Luizz13,TSEjusbr,1
1577323960286543874,Tue Oct 04 15:45:12 +0000 2022,A Missão Integrada de Observação Eleitoral da União Interamericana dos Órgãos Eleitorais (@UNIORE) divulga relatório preliminar sobre as Eleições 2022 e relata que a urna eletrônica brasileira é a melhor e a mais segura já vista pela delegação: https://t.co/cqzGINrNUL 👍 https://t.co/kIX16wmZAj,13Luizz13,TSEjusbr,1
1582374475202338817,Tue Oct 18 14:14:08 +0000 2022,"É simples: o teclado da urna eletrônica só funciona quando apenas UMA tecla é pressionada de cada vez. Caso duas teclas sejam apertadas ao mesmo tempo, o sistema não reconhece o comando, nada aparece na tela e o eleitor não consegue votar. https://t.co/31eVboo2Nk",13Luizz13,TSEjusbr,1
